"Player.name","position","Games","At.bat","Runs","Hits","Double..2B.","third.baseman","home.run","run.batted.in","a.walk","Strikeouts","stolen.base","Caught.stealing","AVG","On.base.Percentage","Slugging.Percentage","On.base.Plus.Slugging","Total_Bases","ISO","BB_K_Ratio","sb.attempts","SBSR","PA","totalRuns","OBP","SLG","AB_per_HR"
"G Carter","C",2296,7971,1025,2092,371,31,324,1225,848,997,39,42,0.262,0.335,0.439,0.772086473632469,3497,0.177,0.850551654964895,81,48.1481481481481,8819,2250,0.333371130513664,0.438715343118806,24.6018518518519
"L Parrish","C",1988,7067,856,1782,305,27,324,1070,612,1527,28,37,0.252,0.313,0.44,0.752257433377289,3113,0.188,0.400785854616896,65,43.0769230769231,7679,1926,0.31175934366454,0.440498089712749,21.8117283950617
"R Gant","LF",1832,6449,1080,1651,302,50,321,1008,770,1411,243,102,0.256,0.336,0.468,0.803034415113491,3016,0.212,0.545712260807938,345,70.4347826086957,7219,2088,0.335365009004017,0.467669406109474,20.0903426791277
"V Castilla","3B",1854,6822,902,1884,349,28,320,1105,423,1069,33,43,0.276,0.321,0.476,0.794679799188231,3249,0.2,0.395696913002806,76,43.421052631579,7245,2007,0.318426501035197,0.476253298153034,21.31875
"S Finley","CF",2583,9397,1443,2548,449,124,304,1167,844,1299,320,118,0.271,0.332,0.442,0.773592880661926,4157,0.171,0.649730561970747,438,73.0593607305936,10241,2610,0.331217654525925,0.442375226136001,30.9111842105263
"R Hornsby","2B",2259,8173,1579,2930,541,169,301,1584,1038,679,135,64,0.358,0.434,0.577,1.00732175870612,4712,0.219,1.52871870397644,199,67.8391959798995,9211,3163,0.430789273694496,0.576532485011624,27.1528239202658
"C Klein","RF",1753,6486,1168,2076,398,74,300,1201,601,521,79,0,0.32,0.379,0.543,0.920749605112722,3522,0.223,1.15355086372361,79,100,7087,2369,0.377733878933258,0.543015726179463,21.62
"T Salmon","RF",1672,5934,986,1674,339,24,299,1016,970,1360,48,42,0.282,0.385,0.498,0.881449712773299,2958,0.216,0.713235294117647,90,53.3333333333333,6904,2002,0.382966396292005,0.498483316481294,19.8461538461538
"N Arenado","3B",1387,5281,806,1524,339,31,299,972,465,853,23,18,0.289,0.346,0.534,0.88052233696998,2822,0.245,0.545134818288394,41,56.0975609756098,5746,1778,0.346153846153846,0.534368490816133,17.6622073578595
"M Reynolds","3B",1688,5432,794,1283,253,14,298,871,707,1927,64,31,0.236,0.328,0.453,0.776660710717183,2458,0.217,0.366891541255838,95,67.3684210526316,6139,1665,0.324157028832057,0.452503681885125,18.2281879194631
"R Henderson","LF",3081,10961,2295,3055,510,66,297,1115,2190,1694,1406,335,0.279,0.401,0.419,0.81740393393015,4588,0.14,1.29279811097993,1741,80.7581849511775,13151,3410,0.398828986388868,0.418574947541283,36.9057239057239
"C Davis","1B",1417,4978,707,1160,228,5,295,780,555,1852,19,11,0.233,0.315,0.459,0.768576350073706,2283,0.226,0.299676025917927,30,63.3333333333333,5533,1487,0.309958431230797,0.458617918842909,16.8745762711864
"R Ventura","3B",2079,7064,1006,1885,338,14,294,1182,1075,1179,24,38,0.267,0.362,0.444,0.807197463188092,3133,0.177,0.911789652247668,62,38.7096774193548,8139,2188,0.363681041897039,0.443516421291053,24.0272108843537
"M Ordonez","RF",1848,6978,1076,2156,426,21,294,1236,651,852,94,50,0.309,0.369,0.502,0.870374358962221,3506,0.193,0.764084507042254,144,65.2777777777778,7629,2312,0.367938130816621,0.5024362281456,23.734693877551
"K Hrbek","1B",1747,6192,903,1749,312,18,293,1086,838,798,37,26,0.282,0.367,0.481,0.848614465138333,2976,0.199,1.05012531328321,63,58.7301587301587,7030,1989,0.367994310099573,0.48062015503876,21.1331058020478
"F Freeman","1B",1728,6394,1088,1908,414,27,292,1041,863,1417,66,28,0.298,0.386,0.509,0.890440039362726,3252,0.211,0.609033168666196,94,70.2127659574468,7257,2129,0.381838225161913,0.508601814200813,21.8972602739726
"P Burrell","LF",1640,5503,767,1393,299,16,292,976,932,1564,7,3,0.253,0.361,0.472,0.833774923362421,2600,0.219,0.595907928388747,10,70,6435,1743,0.361305361305361,0.47246956205706,18.8458904109589
"R Staub","OF",2951,9720,1189,2716,499,47,292,1466,1255,888,47,33,0.279,0.362,0.431,0.79237787901797,4185,0.152,1.41328828828829,80,58.75,10975,2655,0.361822323462415,0.430555555555556,33.2876712328767
"J Wynn","CF",1920,6653,1105,1665,285,39,291,964,1224,1427,225,101,0.25,0.366,0.436,0.802807886419795,2901,0.186,0.857743517869657,326,69.0184049079755,7877,2069,0.366763996445347,0.436043889974448,22.8625429553265
"C Biggio","2B",2850,10876,1844,3060,668,55,291,1175,1160,1753,414,124,0.281,0.363,0.433,0.783770394101501,4711,0.152,0.661722760981175,538,76.9516728624535,12036,3019,0.350614822200066,0.433155571901434,37.3745704467354
"B Johnson","LF",1863,6920,1239,2051,396,95,288,1283,1075,851,96,64,0.296,0.393,0.506,0.896919226973506,3501,0.21,1.26321974148061,160,60,7995,2522,0.390994371482176,0.505924855491329,24.0277777777778
"H Sauer","LF",1399,4796,709,1278,200,19,288,876,561,714,11,4,0.266,0.347,0.496,0.839536026771111,2380,0.23,0.785714285714286,15,73.3333333333333,5357,1585,0.34328915437745,0.496246872393661,16.6527777777778
"B Abreu","RF",2425,8480,1453,2470,574,59,288,1363,1476,1840,400,128,0.291,0.395,0.475,0.871108064161556,4026,0.184,0.802173913043478,528,75.7575757575758,9956,2816,0.39634391321816,0.474764150943396,29.4444444444444
"D Ennis","LF",1903,7254,985,2063,358,69,288,1284,597,719,45,19,0.284,0.34,0.472,0.810687927412322,3423,0.188,0.830319888734353,64,70.3125,7851,2269,0.338810342631512,0.471877584780811,25.1875
"B Williams","CF",2076,7869,1366,2336,449,55,287,1257,1069,1212,147,87,0.297,0.381,0.477,0.858273758983712,3756,0.18,0.882013201320132,234,62.8205128205128,8938,2623,0.380957708659655,0.477316050324056,27.418118466899
"G Anderson","LF",2228,8640,1084,2529,522,36,287,1365,429,1224,80,47,0.293,0.324,0.461,0.787277171316205,3984,0.168,0.350490196078431,127,62.992125984252,9069,2449,0.326166060205094,0.461111111111111,30.1045296167247
"A McCutchen","RF",1898,7043,1119,1950,393,49,287,1003,988,1543,205,84,0.277,0.369,0.469,0.834666703015945,3302,0.192,0.640311082307194,289,70.9342560553633,8031,2122,0.365832399452123,0.468834303563822,24.5400696864112
"B Bonilla","3B",2113,7213,1084,2010,408,61,287,1173,912,1204,45,57,0.279,0.358,0.472,0.831140543249901,3401,0.193,0.757475083056478,102,44.1176470588235,8125,2257,0.359630769230769,0.471509774019132,25.1324041811847
"B Giles","RF",1847,6527,1121,1897,411,55,287,1078,1183,835,109,45,0.291,0.4,0.502,0.901855944289678,3279,0.211,1.41676646706587,154,70.7792207792208,7710,2199,0.399481193255512,0.502374751034166,22.7421602787456
"M Kemp","CF",1750,6365,950,1808,338,37,287,1031,518,1641,184,63,0.284,0.337,0.484,0.821987457514267,3081,0.2,0.315661182205972,247,74.4939271255061,6883,1981,0.337934040389365,0.484053417124902,22.1777003484321
"C Pena","1B",1493,4949,745,1146,231,26,286,818,817,1577,29,22,0.232,0.346,0.462,0.802557540257838,2287,0.23,0.518072289156627,51,56.8627450980392,5766,1563,0.340443981963233,0.462113558294605,17.3041958041958
"F Thomas","LF",1766,6285,792,1671,262,31,286,962,484,894,15,22,0.266,0.32,0.454,0.772301073509693,2853,0.188,0.541387024608501,37,40.5405405405405,6769,1754,0.31836312601566,0.453937947494033,21.9755244755245
"B Harper","DH",1382,4927,913,1379,298,23,285,817,879,1276,122,43,0.28,0.39,0.523,0.912147319867656,2578,0.243,0.688871473354232,165,73.9393939393939,5806,1730,0.388908026179814,0.523239293687842,17.2877192982456
"W Clark","1B",1976,7173,1186,2176,440,47,284,1205,937,1190,67,48,0.303,0.384,0.497,0.880431516116661,3562,0.194,0.787394957983193,115,58.2608695652174,8110,2391,0.383847102342787,0.496584413773874,25.2570422535211
"R Zimmerman","3B",1799,6654,963,1846,417,22,284,1061,646,1384,43,16,0.277,0.341,0.475,0.816121891868523,3159,0.198,0.466763005780347,59,72.8813559322034,7300,2024,0.341369863013699,0.474752028854824,23.4295774647887
"E Karros","1B",1755,6441,797,1724,324,11,284,1027,552,1167,59,30,0.268,0.325,0.454,0.779124590023519,2922,0.186,0.473007712082262,89,66.2921348314607,6993,1824,0.325468325468325,0.453656264555193,22.6795774647887
"M Machado","3B",1449,5688,839,1601,312,18,283,855,514,1073,85,34,0.281,0.341,0.492,0.832931824995431,2798,0.211,0.479030754892824,119,71.4285714285714,6202,1694,0.341019026120606,0.491912798874824,20.0989399293286
"A Rizzo","1B",1539,5586,840,1479,313,22,283,891,722,1048,72,42,0.265,0.367,0.481,0.829587954395455,2685,0.216,0.688931297709924,114,63.1578947368421,6308,1731,0.348922003804692,0.480665950590763,19.7385159010601
"J Martinez","LF",1413,5301,792,1525,340,21,283,901,519,1431,25,11,0.288,0.352,0.52,0.87110465444178,2756,0.232,0.362683438155136,36,69.4444444444444,5820,1693,0.351202749140893,0.519901905300887,18.7314487632509
"A Jones","CF",1823,7009,963,1939,336,29,282,945,340,1395,97,35,0.277,0.317,0.454,0.763669928023067,3179,0.177,0.243727598566308,132,73.4848484848485,7349,1908,0.310110219077425,0.453559708945641,24.854609929078
"K Boyer","3B",2034,7455,1104,2143,318,68,282,1141,713,1017,105,77,0.287,0.349,0.462,0.81149489164829,3443,0.175,0.701081612586037,182,57.6923076923077,8168,2245,0.349657198824682,0.461837692823608,26.436170212766
"E Davis","CF",1626,5321,938,1430,239,26,282,934,740,1398,349,66,0.269,0.359,0.482,0.840454843278637,2567,0.213,0.529327610872675,415,84.0963855421687,6061,1872,0.358026728262663,0.482428115015974,18.8687943262411
"B McCann","C",1755,6067,742,1590,294,5,282,1018,640,1054,25,9,0.262,0.337,0.452,0.784111982076592,2740,0.19,0.607210626185958,34,73.5294117647059,6707,1760,0.332488444908305,0.451623537168287,21.5141843971631
"R Sandberg","2B",2164,8385,1318,2386,403,76,282,1061,761,1260,344,107,0.285,0.344,0.452,0.795724678869426,3787,0.167,0.603968253968254,451,76.2749445676275,9146,2379,0.344084845834244,0.451639833035182,29.7340425531915
"P O'Neill","RF",2053,7318,1041,2105,451,21,281,1269,892,1166,141,73,0.288,0.363,0.47,0.835253070948813,3441,0.182,0.765008576329331,214,65.8878504672897,8210,2310,0.365042630937881,0.470210440010932,26.0427046263345
"T Kluszewski","1B",1718,5929,848,1766,290,29,279,1028,492,365,20,10,0.298,0.353,0.498,0.849381676317239,2951,0.2,1.34794520547945,30,66.6666666666667,6421,1876,0.351658620152624,0.497723056164615,21.2508960573477
"R Klesko","1B",1736,5611,874,1564,343,33,278,987,817,1077,91,41,0.279,0.37,0.5,0.870678035199992,2807,0.221,0.758588672237697,132,68.9393939393939,6428,1861,0.370410703173615,0.500267332026377,20.1834532374101
"M Cameron","CF",1955,6839,1064,1700,383,59,278,968,867,1901,297,83,0.249,0.338,0.444,0.776895381813295,3035,0.195,0.456075749605471,380,78.1578947368421,7706,2032,0.333117051648066,0.443778330165229,24.6007194244604
"C Santana","1B",1787,6341,918,1535,334,16,278,925,1149,1249,48,18,0.242,0.359,0.431,0.789664440354579,2735,0.189,0.919935948759007,66,72.7272727272727,7490,1843,0.358344459279039,0.43131998107554,22.8093525179856
"R York","1B",1603,5891,876,1621,291,52,277,1152,792,867,38,26,0.275,0.362,0.483,0.844344968813844,2847,0.208,0.913494809688581,64,59.375,6683,2028,0.361065389795002,0.483279579018842,21.2671480144404
"R Maris","RF",1463,5101,826,1325,195,42,275,850,652,733,21,9,0.26,0.345,0.476,0.819827933930331,2429,0.216,0.889495225102319,30,70,5753,1676,0.343646792977577,0.476181140952754,18.5490909090909
"B Downing","DH",2344,7853,1188,2099,360,28,275,1073,1197,1127,50,44,0.267,0.37,0.425,0.789514061206155,3340,0.158,1.06211180124224,94,53.1914893617021,9050,2261,0.364198895027624,0.42531516617853,28.5563636363636
"D Palmer","3B",1357,4902,734,1229,231,15,275,849,502,1332,48,31,0.251,0.324,0.472,0.79257450470374,2315,0.221,0.376876876876877,79,60.7594936708861,5404,1583,0.320318282753516,0.472256221950224,17.8254545454545
"J Posada","C",1829,6092,900,1664,379,10,275,1065,936,1453,20,21,0.273,0.374,0.474,0.844013123007454,2888,0.201,0.644184445973847,41,48.780487804878,7028,1965,0.369948776323278,0.474064346684176,22.1527272727273
"L Parrish","3B",1891,6792,850,1789,360,33,256,992,529,1359,30,36,0.263,0.318,0.439,0.755816580535623,2983,0.176,0.38925680647535,66,45.4545454545455,7321,1842,0.316623412102172,0.439193168433451,26.53125
"B Allison","RF",1542,5032,811,1281,216,53,256,796,795,1033,84,50,0.255,0.358,0.471,0.827456944168954,2371,0.216,0.769603097773475,134,62.6865671641791,5827,1607,0.356272524455123,0.471184419713831,19.65625
"J Olerud","1B",2234,7592,1139,2239,500,13,255,1230,1275,1016,11,14,0.295,0.398,0.465,0.861264010016658,3530,0.17,1.25492125984252,25,44,8867,2369,0.396300890943949,0.464963119072708,29.7725490196078
"J Mayberry","1B",1620,5447,733,1379,211,19,255,879,881,810,20,15,0.253,0.36,0.439,0.796467255894464,2393,0.186,1.08765432098765,35,57.1428571428571,6328,1612,0.357142857142857,0.439324398751606,21.3607843137255
"K Gibson","LF",1635,5798,985,1553,260,54,255,870,718,1285,284,78,0.268,0.352,0.463,0.811789897703977,2686,0.195,0.55875486381323,362,78.4530386740332,6516,1855,0.348526703499079,0.463263194204898,22.7372549019608
"A LaRoche","1B",1605,5593,752,1452,340,13,255,882,649,1407,13,11,0.26,0.336,0.462,0.798418120375558,2583,0.202,0.461265103056148,24,54.1666666666667,6242,1634,0.336590836270426,0.461827284105131,21.9333333333333
"A Thornton","DH",1565,5291,792,1342,244,22,253,895,876,851,48,37,0.254,0.36,0.452,0.811177686319571,2389,0.198,1.02937720329025,85,56.4705882352941,6167,1687,0.359656234798119,0.451521451521452,20.9130434782609
"L Doby","CF",1533,5348,960,1515,243,52,253,970,871,1011,47,36,0.283,0.386,0.49,0.87375272150164,2621,0.207,0.861523244312562,83,56.6265060240964,6219,1930,0.383662968322881,0.490089753178758,21.1383399209486
"J Gordon","2B",1566,5707,914,1530,264,52,253,975,759,702,89,60,0.268,0.357,0.466,0.819574167549242,2657,0.198,1.08119658119658,149,59.7315436241611,6466,1889,0.354005567584287,0.465568599964955,22.5573122529644
"T Zeile","3B",2158,7573,986,2004,397,23,253,1110,945,1279,53,51,0.265,0.346,0.423,0.769554128033668,3206,0.158,0.738858483189992,104,50.9615384615385,8518,2096,0.346208030054003,0.423346097979665,29.9328063241107
"J Torre","C",2209,7874,996,2342,344,59,252,1185,779,1094,23,29,0.297,0.365,0.452,0.81280506002593,3560,0.155,0.712065813528336,52,44.2307692307692,8653,2181,0.360684155784121,0.452120904241809,31.2460317460317
"B Murcer","RF",1908,6730,972,1862,285,45,252,1043,862,841,127,75,0.277,0.357,0.445,0.803523846952372,2993,0.168,1.02497027348395,202,62.8712871287129,7592,2015,0.358798735511064,0.444725111441308,26.7063492063492
"B Boone","2B",1780,6683,927,1775,366,28,252,1021,552,1295,94,53,0.266,0.325,0.442,0.763498385417372,2953,0.176,0.426254826254826,147,63.9455782312925,7235,1948,0.321630960608155,0.441867424809217,26.5198412698413
"T Clark","1B",1559,4532,629,1188,233,11,251,824,527,1209,6,9,0.262,0.339,0.485,0.823554083003262,2196,0.223,0.435897435897436,15,40,5059,1453,0.338999802332477,0.484554280670786,18.0557768924303
"T Armas","CF",1432,5164,614,1302,204,39,251,815,260,1201,18,20,0.252,0.287,0.453,0.740535509049489,2337,0.201,0.216486261448793,38,47.3684210526316,5424,1429,0.287979351032448,0.452556158017041,20.5737051792829
"C Williams","OF",2003,6780,1024,1981,306,74,251,1005,690,721,115,82,0.292,0.365,0.47,0.827770077359586,3188,0.178,0.957004160887656,197,58.3756345177665,7470,2029,0.35756358768407,0.470206489675516,27.0119521912351
"R Yount","SS",2856,11008,1632,3142,583,126,251,1406,966,1350,271,105,0.285,0.342,0.43,0.772764166109905,4730,0.145,0.715555555555556,376,72.0744680851064,11974,3038,0.343076666109905,0.4296875,43.8565737051793
"J Valentin","SS",1678,5539,872,1348,302,41,249,816,630,1294,136,56,0.243,0.321,0.448,0.768189145296686,2479,0.205,0.486862442040185,192,70.8333333333333,6169,1688,0.32063543524072,0.447553710055967,22.2449799196787
"T Simmons","C",2456,8680,1074,2472,483,47,248,1389,855,694,21,33,0.285,0.348,0.437,0.785906579929873,3793,0.152,1.23198847262248,54,38.8888888888889,9535,2463,0.348925013109596,0.436981566820277,35
"G Goslin","LF",2287,8656,1482,2735,500,173,248,1609,949,585,175,89,0.316,0.387,0.5,0.883203653846339,4325,0.184,1.62222222222222,264,66.2878787878788,9605,3091,0.383550234252993,0.499653419593346,34.9032258064516
"V Stephens","SS",1720,6497,1001,1859,307,42,247,1174,692,685,25,22,0.286,0.355,0.46,0.815214006879878,2991,0.174,1.01021897810219,47,53.1914893617021,7189,2175,0.354847683961608,0.46036632291827,26.3036437246964
"J Morneau","1B",1545,5699,772,1603,349,23,247,985,573,988,5,10,0.281,0.348,0.481,0.827549408954668,2739,0.2,0.57995951417004,15,33.3333333333333,6272,1757,0.346938775510204,0.480610633444464,23.0728744939271
"V Martinez","DH",1973,7297,914,2153,423,3,246,1178,730,891,7,7,0.295,0.36,0.455,0.814144324710324,3320,0.16,0.819304152637486,14,50,8027,2092,0.359162825464059,0.454981499246266,29.6626016260163
"K Singleton","OF",2082,7189,985,2029,317,25,246,1065,1263,1246,21,36,0.282,0.388,0.436,0.82543741401206,3134,0.154,1.01364365971108,57,36.8421052631579,8452,2050,0.38949361097965,0.435943803032411,29.2235772357724
"D Johnson","1B",1765,5941,706,1447,247,33,245,923,584,1318,11,18,0.244,0.31,0.42,0.731227337013197,2495,0.176,0.44309559939302,29,37.9310344827586,6525,1629,0.311264367816092,0.419962969197105,24.2489795918367
"G Hartnett","C",1991,6432,867,1912,396,64,236,1179,703,697,28,7,0.297,0.37,0.489,0.855309123618069,3144,0.192,1.00860832137733,35,80,7135,2046,0.366503153468816,0.488805970149254,27.2542372881356
"B Nicholson","RF",1678,5546,837,1484,272,60,235,948,800,828,27,1,0.268,0.365,0.465,0.825292209818032,2581,0.197,0.966183574879227,28,96.4285714285714,6346,1785,0.359911755436495,0.465380454381536,23.6
"D Uggla","2B",1346,4759,759,1149,238,18,235,706,626,1341,26,21,0.241,0.336,0.447,0.776772076091764,2128,0.206,0.466815809097688,47,55.3191489361702,5385,1465,0.329619312906221,0.447152763185543,20.2510638297872
"B Oglivie","LF",1754,5913,784,1615,277,33,235,901,560,852,87,70,0.273,0.336,0.45,0.786374728741582,2663,0.177,0.657276995305164,157,55.4140127388535,6473,1685,0.336011123126835,0.450363605614747,25.1617021276596
"J Damon","CF",2490,9736,1668,2769,522,109,235,1139,1003,1257,408,103,0.284,0.352,0.433,0.784069755350739,4214,0.149,0.797931583134447,511,79.8434442270059,10739,2807,0.351243132507682,0.432826622843057,41.4297872340425
"K Mitchell","LF",1223,4134,630,1173,224,25,234,760,491,719,30,31,0.284,0.36,0.52,0.879619294185332,2149,0.236,0.682892906815021,61,49.1803278688525,4625,1390,0.359783783783784,0.519835510401548,17.6666666666667
"C Gonz?lez","RF",1377,5033,821,1432,302,40,234,785,448,1240,122,33,0.285,0.343,0.5,0.842903757296352,2516,0.215,0.361290322580645,155,78.7096774193548,5481,1606,0.343003101623791,0.499900655672561,21.508547008547
"G Matthews","LF",2032,7147,1083,2011,319,51,234,978,940,1125,183,74,0.281,0.364,0.439,0.803412307000186,3134,0.158,0.835555555555556,257,71.2062256809339,8087,2061,0.36490664028688,0.438505666713306,30.542735042735
"P Molitor","DH",2683,10835,1782,3319,605,114,234,1307,1094,1244,504,131,0.306,0.369,0.448,0.817931421114382,4854,0.142,0.879421221864952,635,79.3700787401575,11929,3089,0.369938804593847,0.447992616520535,46.3034188034188
"C Floyd","LF",1621,5318,824,1479,340,23,233,865,601,1064,148,43,0.278,0.358,0.482,0.833546852675339,2564,0.204,0.56484962406015,191,77.4869109947644,5919,1689,0.351410711268795,0.482136141406544,22.8240343347639
